,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [s],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [s],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [s],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [s],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [s],FSL Runtime [s],Best Architecture,Best Train Time [s]
Event 74,event_74,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,22.068725695540223,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[11, 24, 24, 11, 13, 13, 13]",0.3113190941500027,0.9566988945007324,Success,processor_47,"['processor_24', 'processor_11', 'processor_13']",0.10645505451626246,0.6838088035583496,Success,processor_24,"['processor_11', 'processor_13', 'processor_10']",0.30395173827903843,0.07230448722839355,Success,processor_24,"['processor_11', 'processor_13', 'processor_10']",0.2137293673853217,0.06739425659179688,Success,processor_5,"['processor_1', 'processor_2', 'processor_0']","['processor_3', 'processor_4', 'processor_6']",0.11430782014877382,0.0015006065368652344,FL,0.10645505451626246
Event 75,event_75,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,23.514894899431322,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[12, 12, 12, 21, 19, 19, 19]",0.3056715826456471,1.037912368774414,Success,processor_29,"['processor_12', 'processor_21', 'processor_19']",0.10504756037715375,0.6800646781921387,Success,processor_12,"['processor_21', 'processor_19', 'processor_20']",0.30145007356763553,0.07315897941589355,Success,processor_12,"['processor_21', 'processor_19', 'processor_20']",0.21256113398893622,0.06693768501281738,Success,processor_0,"['processor_4', 'processor_3', 'processor_5']","['processor_1', 'processor_2', 'processor_6']",0.09981140406056156,0.0014348030090332031,FSL,0.09981140406056156
Event 76,event_76,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,21.732671014612535,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[2, 2, 2, 5, 22, 22, 22]",0.3072417693236754,1.008070945739746,Success,processor_31,"['processor_2', 'processor_5', 'processor_22']",0.10533894658002772,0.682084321975708,Success,processor_2,"['processor_5', 'processor_22', 'processor_9']",0.30238473715037845,0.0683438777923584,Success,processor_2,"['processor_5', 'processor_22', 'processor_9']",0.21255294133787644,0.06605219841003418,Success,processor_3,"['processor_2', 'processor_6', 'processor_1']","['processor_5', 'processor_0', 'processor_4']",0.12708945316223633,0.00144195556640625,FL,0.10533894658002772
Event 77,event_77,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,18.696414149296018,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[13, 13, 13, 19, 24, 24, 24]",0.3023379168944349,1.0787615776062012,Success,processor_45,"['processor_13', 'processor_19', 'processor_24']",0.10254689651461808,0.6725785732269287,Success,processor_13,"['processor_19', 'processor_24', 'processor_14']",0.2988846608576398,0.07023429870605469,Success,processor_13,"['processor_19', 'processor_24', 'processor_14']",0.21054208254590193,0.0680227279663086,Success,processor_0,"['processor_4', 'processor_6', 'processor_1']","['processor_2', 'processor_3', 'processor_5']",0.10468788967339789,0.002132415771484375,FL,0.10254689651461808
Event 78,event_78,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,22.462369480953377,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[14, 14, 14, 22, 21, 21, 21]",0.30861560078246547,0.9966998100280762,Success,processor_27,"['processor_14', 'processor_22', 'processor_21']",0.10444997990534782,0.6778686046600342,Success,processor_14,"['processor_22', 'processor_21', 'processor_5']",0.3058064246994127,0.07273268699645996,Success,processor_14,"['processor_22', 'processor_21', 'processor_5']",0.21587195200015485,0.06922078132629395,Success,processor_2,"['processor_5', 'processor_4', 'processor_0']","['processor_6', 'processor_1', 'processor_3']",0.11086198975768295,0.0016469955444335938,FL,0.10444997990534782
Event 79,event_79,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,22.090976306171935,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[3, 17, 17, 3, 2, 2, 2]",0.33864746779161325,0.9213700294494629,Success,processor_42,"['processor_17', 'processor_3', 'processor_2']",0.11773718033963329,0.6421279907226562,Success,processor_17,"['processor_3', 'processor_2', 'processor_11']",0.3200137181480696,0.06722211837768555,Success,processor_17,"['processor_3', 'processor_2', 'processor_11']",0.22243477888714164,0.06678509712219238,Success,processor_1,"['processor_3', 'processor_6', 'processor_5']","['processor_2', 'processor_0', 'processor_4']",0.11920257042488575,0.0015621185302734375,FL,0.11773718033963329
Event 80,event_80,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,30.846832881551776,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[10, 16, 16, 10, 9, 9, 9]",0.29843279935763023,0.9073705673217773,Success,processor_49,"['processor_16', 'processor_10', 'processor_9']",0.10000475215847608,0.6251296997070312,Success,processor_16,"['processor_10', 'processor_9', 'processor_25']",0.2972584740640831,0.06900572776794434,Success,processor_16,"['processor_10', 'processor_9', 'processor_25']",0.2102677645291349,0.0670013427734375,Success,processor_5,"['processor_0', 'processor_1', 'processor_6']","['processor_3', 'processor_4', 'processor_2']",0.10251160864824471,0.001542806625366211,FL,0.10000475215847608
Event 81,event_81,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,16.5125518719166,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[1, 1, 1, 5, 17, 17, 17]",0.3033184139434463,0.9702115058898926,Success,processor_27,"['processor_1', 'processor_5', 'processor_17']",0.10222845597553318,0.6577494144439697,Success,processor_1,"['processor_5', 'processor_17', 'processor_18']",0.3017643442100814,0.060541391372680664,Success,processor_1,"['processor_5', 'processor_17', 'processor_18']",0.21338846619038573,0.05786323547363281,Success,processor_0,"['processor_1', 'processor_3', 'processor_4']","['processor_5', 'processor_6', 'processor_2']",0.1321354268178133,0.0014264583587646484,FL,0.10222845597553318
Event 82,event_82,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,14.858816359248454,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[7, 10, 10, 7, 6, 6, 6]",0.30991331227455304,1.0397343635559082,Success,processor_50,"['processor_10', 'processor_7', 'processor_6']",0.10490647293023056,0.6729130744934082,Success,processor_10,"['processor_7', 'processor_6', 'processor_20']",0.3088144256424456,0.06647896766662598,Success,processor_10,"['processor_7', 'processor_6', 'processor_20']",0.21843727826486134,0.05851006507873535,Success,processor_0,"['processor_6', 'processor_2', 'processor_4']","['processor_3', 'processor_5', 'processor_1']",0.14427341193625756,0.0018284320831298828,FL,0.10490647293023056
Event 83,event_83,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,17.334591957575526,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[19, 19, 19, 20, 1, 1, 1]",0.30535387823844223,0.7441473007202148,Success,processor_41,"['processor_19', 'processor_25', 'processor_20']",0.10076681693380178,0.6695637702941895,Success,processor_19,"['processor_25', 'processor_20', 'processor_1']",0.3008312334573365,0.07130813598632812,Success,processor_19,"['processor_25', 'processor_20', 'processor_1']",0.2130160598617404,0.06674313545227051,Success,processor_3,"['processor_1', 'processor_4', 'processor_5']","['processor_2', 'processor_6', 'processor_0']",0.11994108030922683,0.0014586448669433594,FL,0.10076681693380178
Event 84,event_84,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,32.627704431024775,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[3, 3, 3, 18, 20, 20, 20]",0.30109236201018896,0.7284607887268066,Success,processor_42,"['processor_3', 'processor_18', 'processor_20']",0.10220909133063685,0.6795077323913574,Success,processor_3,"['processor_18', 'processor_20', 'processor_0']",0.2983867921372327,0.07012295722961426,Success,processor_3,"['processor_18', 'processor_20', 'processor_0']",0.21059613677921887,0.0672004222869873,Success,processor_4,"['processor_3', 'processor_1', 'processor_6']","['processor_0', 'processor_2', 'processor_5']",0.09469787052586295,0.0014126300811767578,FSL,0.09469787052586295
Event 85,event_85,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,29.476976556310245,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[1, 1, 1, 4, 23, 23, 23]",0.30714718728775925,0.8650188446044922,Success,processor_39,"['processor_1', 'processor_4', 'processor_23']",0.10380136031331709,0.6363718509674072,Success,processor_1,"['processor_4', 'processor_23', 'processor_15']",0.3054289320648578,0.07148194313049316,Success,processor_1,"['processor_4', 'processor_23', 'processor_15']",0.21603431299128836,0.06836748123168945,Success,processor_5,"['processor_1', 'processor_6', 'processor_3']","['processor_4', 'processor_0', 'processor_2']",0.11216496617173824,0.0014846324920654297,FL,0.10380136031331709
Event 86,event_86,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,20.593027443245116,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[22, 22, 22, 23, 7, 7, 7]",0.3020073570541734,0.9507575035095215,Success,processor_41,"['processor_22', 'processor_23', 'processor_7']",0.1032367906161932,0.6212084293365479,Success,processor_22,"['processor_23', 'processor_7', 'processor_8']",0.29856203601095666,0.07036399841308594,Success,processor_22,"['processor_23', 'processor_7', 'processor_8']",0.21088637978044464,0.06671619415283203,Success,processor_3,"['processor_2', 'processor_0', 'processor_6']","['processor_5', 'processor_1', 'processor_4']",0.13866828572351664,0.001483917236328125,FL,0.1032367906161932
Event 87,event_87,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,22.401380675181848,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[12, 24, 24, 12, 1, 1, 1]",0.30096932647577246,0.8355040550231934,Success,processor_45,"['processor_24', 'processor_12', 'processor_1']",0.10163868604571712,0.668053150177002,Success,processor_24,"['processor_12', 'processor_1', 'processor_14']",0.29715508002927377,0.0625448226928711,Success,processor_24,"['processor_12', 'processor_1', 'processor_14']",0.20966079628991025,0.057692527770996094,Success,processor_4,"['processor_1', 'processor_5', 'processor_3']","['processor_6', 'processor_2', 'processor_0']",0.10892769632878813,0.0015282630920410156,FL,0.10163868604571712
Event 88,event_88,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,26.729124105826124,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[10, 12, 12, 10, 2, 2, 2]",0.3401355065118088,0.7182300090789795,Success,processor_39,"['processor_12', 'processor_10', 'processor_2']",0.12427319437449465,0.6766095161437988,Success,processor_12,"['processor_10', 'processor_2', 'processor_1']",0.31299589183865023,0.06891727447509766,Success,processor_12,"['processor_10', 'processor_2', 'processor_1']",0.21595539998619834,0.06911087036132812,Success,processor_5,"['processor_2', 'processor_0', 'processor_4']","['processor_1', 'processor_3', 'processor_6']",0.10471803246866436,0.0019164085388183594,FSL,0.10471803246866436
Event 89,event_89,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,28.95408610907292,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[5, 5, 5, 7, 22, 22, 22]",0.3104246629595866,0.8519213199615479,Success,processor_28,"['processor_5', 'processor_7', 'processor_22']",0.10498860490151153,0.881636381149292,Success,processor_5,"['processor_7', 'processor_22', 'processor_3']",0.3082135795753234,0.0683908462524414,Success,processor_5,"['processor_7', 'processor_22', 'processor_3']",0.21743393044585096,0.06556057929992676,Success,processor_2,"['processor_5', 'processor_0', 'processor_4']","['processor_3', 'processor_6', 'processor_1']",0.10816514638399785,0.001505136489868164,FL,0.10498860490151153
Event 90,event_90,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,26.607908597887295,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[19, 22, 22, 19, 13, 13, 13]",0.3076979875967978,0.936089038848877,Success,processor_28,"['processor_22', 'processor_19', 'processor_13']",0.10696566783600311,0.6741173267364502,Success,processor_22,"['processor_19', 'processor_13', 'processor_10']",0.3014854304475137,0.07194256782531738,Success,processor_22,"['processor_19', 'processor_13', 'processor_10']",0.21230729115572713,0.06577897071838379,Success,processor_5,"['processor_3', 'processor_0', 'processor_4']","['processor_6', 'processor_1', 'processor_2']",0.12803362541236002,0.001375436782836914,FL,0.10696566783600311
Event 91,event_91,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,24.41800363335731,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[4, 4, 4, 9, 16, 16, 16]",0.31237614444128037,0.8490252494812012,Success,processor_34,"['processor_4', 'processor_9', 'processor_16']",0.1065122936680754,0.6565592288970947,Success,processor_4,"['processor_9', 'processor_16', 'processor_12']",0.3077024891513771,0.06961488723754883,Success,processor_4,"['processor_9', 'processor_16', 'processor_12']",0.21654363666923085,0.06742167472839355,Success,processor_2,"['processor_4', 'processor_6', 'processor_5']","['processor_1', 'processor_0', 'processor_3']",0.1371404773904747,0.0014119148254394531,FL,0.1065122936680754
Event 92,event_92,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,16.48063264287978,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[3, 3, 3, 24, 13, 13, 13]",0.3021805029298735,1.0257303714752197,Success,processor_35,"['processor_3', 'processor_24', 'processor_25']",0.10178239235491904,0.628582239151001,Success,processor_3,"['processor_24', 'processor_25', 'processor_13']",0.2989984768707854,0.07308840751647949,Success,processor_3,"['processor_24', 'processor_25', 'processor_13']",0.2113650980031933,0.06652331352233887,Success,processor_5,"['processor_3', 'processor_1', 'processor_0']","['processor_6', 'processor_2', 'processor_4']",0.14889877833667486,0.0019989013671875,FL,0.10178239235491904
Event 93,event_93,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,26.6276890840493,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[11, 20, 20, 11, 13, 13, 13]",0.3100920515821523,1.0603320598602295,Success,processor_41,"['processor_20', 'processor_11', 'processor_13']",0.10403454167098398,0.6279184818267822,Success,processor_20,"['processor_11', 'processor_13', 'processor_8']",0.30843891487078184,0.07369637489318848,Success,processor_20,"['processor_11', 'processor_13', 'processor_8']",0.21812456184886983,0.06843829154968262,Success,processor_2,"['processor_6', 'processor_0', 'processor_1']","['processor_4', 'processor_5', 'processor_3']",0.11606584225066886,0.0016007423400878906,FL,0.10403454167098398
Event 94,event_94,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,17.556484038542585,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[9, 19, 19, 9, 7, 7, 7]",0.313380131845963,0.8369169235229492,Success,processor_30,"['processor_19', 'processor_9', 'processor_7']",0.10664308925740797,0.6597630977630615,Success,processor_19,"['processor_9', 'processor_7', 'processor_20']",0.3079786012409196,0.06156468391418457,Success,processor_19,"['processor_9', 'processor_7', 'processor_20']",0.21690569763664233,0.06043720245361328,Success,processor_4,"['processor_3', 'processor_5', 'processor_6']","['processor_2', 'processor_1', 'processor_0']",0.11645989781307874,0.0013861656188964844,FL,0.10664308925740797
Event 95,event_95,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,23.394930348138928,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[23, 24, 24, 23, 21, 21, 21]",0.3187500132075938,1.3091118335723877,Success,processor_34,"['processor_24', 'processor_23', 'processor_21']",0.10909283256026381,0.6459412574768066,Success,processor_24,"['processor_23', 'processor_21', 'processor_4']",0.3115819754089919,0.06503438949584961,Success,processor_24,"['processor_23', 'processor_21', 'processor_4']",0.21911370410357292,0.05838632583618164,Success,processor_3,"['processor_4', 'processor_2', 'processor_1']","['processor_5', 'processor_0', 'processor_6']",0.10968432969551029,0.00147247314453125,FL,0.10909283256026381
Event 96,event_96,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,34.006418685005784,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[0, 7, 7, 0, 21, 21, 21]",0.3015343498445832,0.9574966430664062,Success,processor_38,"['processor_7', 'processor_0', 'processor_21']",0.10186936350875246,0.6721837520599365,Success,processor_7,"['processor_0', 'processor_21', 'processor_6']",0.2993488137797204,0.06697416305541992,Success,processor_7,"['processor_0', 'processor_21', 'processor_6']",0.2115876579157028,0.058007001876831055,Success,processor_1,"['processor_0', 'processor_3', 'processor_4']","['processor_6', 'processor_5', 'processor_2']",0.1340062920963528,0.00142669677734375,FL,0.10186936350875246
Event 97,event_97,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,33.08737189286252,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[0, 12, 12, 0, 22, 22, 22]",0.31502118240457805,0.9398093223571777,Success,processor_46,"['processor_12', 'processor_0', 'processor_22']",0.10882679606777586,0.6765499114990234,Success,processor_12,"['processor_0', 'processor_22', 'processor_17']",0.30880013358934927,0.06900453567504883,Success,processor_12,"['processor_0', 'processor_22', 'processor_17']",0.2175531417810352,0.06674051284790039,Success,processor_2,"['processor_0', 'processor_4', 'processor_3']","['processor_6', 'processor_5', 'processor_1']",0.11109623404459326,0.0015244483947753906,FL,0.10882679606777586
Event 98,event_98,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,31.884063426119848,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[10, 16, 16, 10, 0, 0, 0]",0.31640402108717686,0.7290103435516357,Success,processor_26,"['processor_16', 'processor_10', 'processor_0']",0.10671536233104567,0.6817781925201416,Success,processor_16,"['processor_10', 'processor_0', 'processor_24']",0.31518145153749316,0.07061386108398438,Success,processor_16,"['processor_10', 'processor_0', 'processor_24']",0.2229144902612971,0.06830763816833496,Success,processor_1,"['processor_0', 'processor_2', 'processor_4']","['processor_5', 'processor_6', 'processor_3']",0.1057106938232045,0.0015132427215576172,FSL,0.1057106938232045
Event 99,event_99,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,33.74674389815754,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[0, 14, 14, 0, 4, 4, 4]",0.30838410508881997,0.8635420799255371,Success,processor_36,"['processor_14', 'processor_0', 'processor_4']",0.10683584795802704,0.6647481918334961,Success,processor_14,"['processor_0', 'processor_4', 'processor_18']",0.30110789892696815,0.06643962860107422,Success,processor_14,"['processor_0', 'processor_4', 'processor_18']",0.21186377148273536,0.06523394584655762,Success,processor_1,"['processor_0', 'processor_3', 'processor_6']","['processor_4', 'processor_2', 'processor_5']",0.09113916440695585,0.0014278888702392578,FSL,0.09113916440695585
